web-scraper-order,web-scraper-start-url,pages,links,links-href,title,description ,application open date,application closed date
1665480170-1340,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Jim Peters Scholarships at Newman College,https://scholarships.unimelb.edu.au/awards/jim-peters-scholarships,Jim Peters Scholarships at Newman College,"This scholarship is named after a distinguished former Collegian, Dr Jim Peters, and offers up to $5000 in College fee remission at Newman College.",No application is required. You will be automatically considered for this award.,"College fee remission

        Full benefit details"
1665480172-1341,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Dean's Prize for Published Graduate Research,https://scholarships.unimelb.edu.au/awards/deans-prize-for-published-graduate-research,Dean's Prize for Published Graduate Research,These prizes are awarded annually to the graduate researchers with the best single authored and best co-authored refereed publications.,1-Nov-22,1-Feb-23
1665480176-1342,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Hilda Gibbons Bursary,https://scholarships.unimelb.edu.au/awards/hilda-gibbons-bursary,Hilda Gibbons Bursary,"This bursary was established with a donation from Hilda May Gibbons and is offered to students in financial need, enrolled in a medical course and who intend to become general practitioners and not psychologists or psychiatrists.",No application is required. You will be automatically considered for this award.,"Bi-annual payment

        Full benefit details"
1665480179-1343,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,John S Turner Postgraduate Scholarship,https://scholarships.unimelb.edu.au/awards/john-s-turner-postgraduate-scholarship,John S Turner Postgraduate Scholarship,"This scholarship, worth up to $5000, supports a student undertaking a PhD in the discipline of botany in the University of Melbourne School of BioSciences, doing research in plant physiology, plant ecology or conservation plant biology.",24-Feb-22,28-Mar-22
1665480182-1344,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Ronald John Gleghorn Bursary,https://scholarships.unimelb.edu.au/awards/ronald-john-gleghorn-bursary,Ronald John Gleghorn Bursary,"This bursary is awarded to Australian students undertaking a graduate research degree in the fields of Rheumatoid Arthritis and/or Varicose Veins.

Successful students will receive a bursary of up to $31,200 throughout a one year period.",20-May-21,11-Jun-21
1665480185-1345,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Collette Tayler Indigenous Education Scholarship,https://scholarships.unimelb.edu.au/awards/collette-tayler-indigenous-education-scholarship,Collette Tayler Indigenous Education Scholarship,"Indigenous Australians taking the Master of Teaching (Early Childhood) and (Early Childhood and Primary) in 2023 are strongly encouraged to apply for this scholarship.  Research students may also be considered. The purpose of this scholarship is to support students in endeavours that promote excellent teaching of young Indigenous children, educational leadership and close collaboration with Indigenous leaders and communities.  Advancing reconciliation, building understanding, and promoting the wellbeing of young Indigenous Australians is an overarching driver of this scholarship.",1-Oct-22,30-Nov-22
1665480187-1346,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Indigenous Futures Scholars Award,https://scholarships.unimelb.edu.au/awards/indigenous-futures-scholars-award,Indigenous Futures Scholars Award,"The Indigenous Futures Scholars Award aims to encourage Indigenous Australians enrolled or enrolling in a coursework program in the Faculty of Arts, with an ambition to contribute to the mental and social wellbeing of Indigenous communities.",18-Oct-21,17-Dec-21
1665480191-1347,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Eric Ormond Baker Scholarship,https://scholarships.unimelb.edu.au/awards/the-eric-ormond-baker-scholarship,Eric Ormond Baker Scholarship,"The Eric Ormond Baker Scholarship provides Screen and Cultural Studies graduate students with the opportunity to fund an industry-based internship. Offering up to $13,000, the scholarship covers travel and living costs associated with placements that last between 20 days - 6 months in duration. The scholarship is an important step in further strengthening and developing studies in Screen Studies and Cultural Studies.",6-Dec-21,14-Feb-22
1665480195-1348,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Lady Turner Prizes,https://scholarships.unimelb.edu.au/awards/lady-turner-prizes,Lady Turner Prizes,This scholarship is for the supply of books to two students who show the most outstanding musical promise.,No application is required. You will be automatically considered for this award.,"Single payment

        Full benefit details"
1665480199-1349,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Tom Benson Bursary,https://scholarships.unimelb.edu.au/awards/tom-benson-bursary,Tom Benson Bursary,This bursary was established with a donation from Dr Michael and Dr Ida Benson and is offered to students with a physical disability who are in financial need and enrolled in a Medical course.,No application is required. You will be automatically considered for this award.,"Single payment

        Full benefit details"
1665480202-1350,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,IMC Trading Prize for Women in Tech,https://scholarships.unimelb.edu.au/awards/imc-trading-prize,IMC Trading Prize for Women in Tech,These prizes are awarded to the highest achieving female BSc students in Digital Systems (ELEN20006) and in Object-Oriented Software Development (SWEN20003).,No application is required. You will be automatically considered for this award.,"Single payment

        Full benefit details"
1665480205-1351,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Joint PhD Scholarship,https://scholarships.unimelb.edu.au/awards/joint-phd-scholarship,Joint PhD Scholarship,"The Joint PhD Scholarship is available to two candidates researching in the climate and energy space in a collaboration between the University of Melbourne and Karlsruhe Institute of Technology, It includes at least 12 months' study in Germany.",19-Sep-18,9-Oct-18
1665480208-1352,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Jean E Laby MSc Travelling Scholarships,https://scholarships.unimelb.edu.au/awards/jean-e-laby-msc-travelling-scholarships,Jean E Laby MSc Travelling Scholarships,"This scholarship supports Master of Science (Physics) students to travel overseas as part of their studies, preferably as participants in an exchange program.",24-Jan-22,22-Jul-22
1665480211-1353,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,DW Gardiner Fund,https://scholarships.unimelb.edu.au/awards/dw-gardiner-fund,DW Gardiner Fund,This scholarship is for music students studying  keyboard performance.,No application is required. You will be automatically considered for this award.,"Single payment

        Full benefit details"
1665480215-1354,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Thérèse and Ronald Ridley Scholarship,https://scholarships.unimelb.edu.au/awards/therese-and-ronald-ridley-scholarship,Thérèse and Ronald Ridley Scholarship,"The Thérèse and Ronald Ridley Scholarship supports a current PhD student in the Classics and Archaeology department at the University of Melbourne. The scholarship is to be used to travel to the British School at Rome  to conduct research that will assist PhD completion.

Please note: if you were eligible for this award in 2021 you will be considered in the 2022 round. Please contact artsawards-info@unimelb.edu.au with any queries.",18-Apr-22,13-Jun-22
1665480218-1355,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Mary Lugton Scholarship,https://scholarships.unimelb.edu.au/awards/mary-lugton-scholarship,Mary Lugton Scholarship,"This scholarship was established in 2020 with a gift from Mary Lugton, and is offered to high-achieving students undertaking research in the fields of art conservation, medicine, science, botany, engineering and history. 
The scholarship is to be held concurrently with a Melbourne Research Scholarship or Research Training Program Scholarship.",No application is required. You will be automatically considered for this award.,"General allowance

        Full benefit details"
1665480221-1356,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Queen's College Law Scholarship,https://scholarships.unimelb.edu.au/awards/queens-law-scholarship,Queen's College Law Scholarship,This scholarship supports students studying Law at the University of Melbourne with  fee remission at Queen's College.,21-Aug-20,10-Jan-21
